trip_id,pickup_location_id,dropoff_location_id,vendor_id,pickup_datetime,estimated_dropoff_datetime,estimated_fare_amount
e7346266fb,196,196,1,25-05-2024 20:04,25-05-2024 20:45,41.44854513
b68ad6d643,196,196,1,25-05-2024 01:19,25-05-2024 02:04,19.27947773
cd1dd150a7,193,193,2,25-05-2024 14:06,25-05-2024 14:14,20.33159901
edc15ef067,74,74,1,25-05-2024 04:32,25-05-2024 04:55,10.56264947
0dc6120ed5,116,116,1,25-05-2024 18:02,25-05-2024 18:33,23.15214662
663d537648,7,193,2,25-05-2024 01:39,25-05-2024 01:57,40.37406847
0f057ebc8c,93,93,1,25-05-2024 22:35,25-05-2024 22:48,34.66491395
14519ccea8,93,93,1,25-05-2024 18:29,25-05-2024 19:01,70.96814737
8df313ac97,93,92,1,25-05-2024 21:49,25-05-2024 22:14,83.79375397
a8ae5f00c6,93,93,1,25-05-2024 11:24,25-05-2024 12:13,8.747538498
d2ff6dce8b,56,264,1,25-05-2024 05:06,25-05-2024 05:18,34.39876454
7e9604f7cf,93,93,1,25-05-2024 02:42,25-05-2024 03:02,80.71301414
4e1cfd57f1,145,145,1,25-05-2024 04:12,25-05-2024 05:05,41.62686579
1f72991777,83,82,1,25-05-2024 06:13,25-05-2024 06:49,50.29939181
9babf4d56c,244,116,1,25-05-2024 03:55,25-05-2024 04:30,22.56318591
2b41ed8749,116,50,1,25-05-2024 20:40,25-05-2024 21:11,60.09325924
7eb9e04dc3,93,93,1,25-05-2024 10:31,25-05-2024 11:19,20.15308426
ac0439bc61,193,193,2,25-05-2024 18:43,25-05-2024 19:00,17.70368166
b3c864d7bd,129,10,1,25-05-2024 13:06,25-05-2024 13:23,48.3039877
1fef5e4ca9,248,248,1,25-05-2024 01:06,25-05-2024 01:16,66.359233
b9076056ce,244,244,1,25-05-2024 17:02,25-05-2024 17:45,36.08324501
b7dc25df99,193,193,2,25-05-2024 07:36,25-05-2024 08:20,89.21738413
c17b1af4f0,193,193,2,25-05-2024 09:03,25-05-2024 09:50,99.29741805
4713240709,200,200,1,25-05-2024 03:31,25-05-2024 03:56,66.92604737
8d3e3e5aa0,264,264,2,25-05-2024 23:33,25-05-2024 23:49,72.39470627
f2e9486bd9,193,193,2,25-05-2024 13:04,25-05-2024 13:16,50.10882911
e48083cd58,193,193,2,25-05-2024 21:10,25-05-2024 21:24,78.77801429
d93640e0bb,193,193,2,25-05-2024 10:31,25-05-2024 11:06,85.57419125
153f95920d,82,216,1,25-05-2024 05:02,25-05-2024 05:13,78.76856054
3d2d8f534e,193,193,2,25-05-2024 05:39,25-05-2024 06:24,98.18129921
8cd5426bb0,207,207,2,25-05-2024 12:30,25-05-2024 13:18,20.26730464
5ab3d7d589,253,93,1,25-05-2024 19:24,25-05-2024 20:07,48.83907014
a7f8c74ecd,138,138,1,25-05-2024 12:59,25-05-2024 13:19,80.12782693
b513687762,82,196,1,25-05-2024 01:40,25-05-2024 02:09,72.98412808
f3a9a12e90,82,205,1,25-05-2024 23:52,26-05-2024 00:08,39.28409245
6aa10417c6,253,253,1,25-05-2024 09:14,25-05-2024 09:33,30.05587007
dace037ad7,256,256,1,25-05-2024 16:46,25-05-2024 17:42,65.29565465
6778885013,215,215,1,25-05-2024 05:42,25-05-2024 06:17,29.48333922
dd72ec80eb,82,82,1,25-05-2024 22:36,25-05-2024 22:55,98.70896341
c29e91c6c3,207,207,2,25-05-2024 05:14,25-05-2024 06:06,27.18608779
63e6a3b2ab,7,264,2,25-05-2024 22:19,25-05-2024 22:30,40.13733147
47105b3c5a,193,193,2,25-05-2024 11:50,25-05-2024 12:49,54.85637137
6f6d0c2b79,207,207,2,25-05-2024 03:04,25-05-2024 03:22,82.34213739
337ffac2c8,42,42,1,25-05-2024 05:25,25-05-2024 06:07,20.19424671
d20d635049,193,193,2,25-05-2024 16:21,25-05-2024 16:36,69.25577569
f3f5ef856c,260,260,1,25-05-2024 10:24,25-05-2024 11:00,78.94729117
b7510a0244,93,93,1,25-05-2024 08:53,25-05-2024 09:14,44.65323256
0be216664d,82,10,1,25-05-2024 16:25,25-05-2024 16:57,22.27369696
a182cc9d84,25,25,1,25-05-2024 21:46,25-05-2024 22:18,84.00119616
7cbec8c6da,52,52,1,25-05-2024 09:11,25-05-2024 09:30,30.45393423
778e05e264,193,193,2,25-05-2024 18:13,25-05-2024 18:29,46.66383702
2e76abf778,93,10,1,25-05-2024 15:09,25-05-2024 15:24,38.23210478
ee3915bc1b,193,193,2,25-05-2024 18:27,25-05-2024 19:13,45.45106334
d63ed118a0,41,41,1,25-05-2024 00:39,25-05-2024 01:32,42.70704489
956e7803d7,244,244,1,25-05-2024 12:58,25-05-2024 13:51,31.06557414
651f5bfe31,207,207,2,25-05-2024 13:16,25-05-2024 14:03,56.82093669
72a2526dee,193,193,2,25-05-2024 11:55,25-05-2024 12:42,49.14587933
3b50292ae0,193,193,2,25-05-2024 09:52,25-05-2024 10:50,25.23997271
84e295f4e6,193,193,2,25-05-2024 18:36,25-05-2024 19:21,51.51125737
c98d041533,129,38,2,25-05-2024 12:02,25-05-2024 12:18,93.37381963
9909009c62,41,41,2,25-05-2024 17:51,25-05-2024 18:36,22.40466232
a8ddd2a3ab,193,193,2,25-05-2024 18:42,25-05-2024 19:32,20.02627253
c719f0dc25,93,93,1,25-05-2024 00:58,25-05-2024 01:21,86.12123435
80329e5aaa,93,93,1,25-05-2024 06:51,25-05-2024 07:14,66.51030914
f409cf79f8,193,193,2,25-05-2024 20:55,25-05-2024 21:25,74.23572725
d629020092,129,38,2,25-05-2024 19:08,25-05-2024 19:58,10.66563786
bb3b2f82e8,41,41,2,25-05-2024 08:45,25-05-2024 09:25,69.58232058
806299a511,129,173,1,25-05-2024 21:50,25-05-2024 22:39,89.06805478
62fb965231,173,79,1,25-05-2024 09:34,25-05-2024 09:45,77.08781473
a13b8bfacf,82,82,1,25-05-2024 09:13,25-05-2024 09:59,72.60317238
e84827d697,255,255,1,25-05-2024 12:51,25-05-2024 13:11,9.62238482
eda97e8faa,49,97,1,25-05-2024 13:06,25-05-2024 13:35,76.59901
2209e903b9,56,146,1,25-05-2024 13:09,25-05-2024 13:18,60.48608076
69794bfa98,173,57,1,25-05-2024 18:38,25-05-2024 19:36,34.93488524
b592bf2c59,196,129,1,25-05-2024 05:29,25-05-2024 05:36,68.84754657
e12a21874e,74,186,2,25-05-2024 11:13,25-05-2024 12:06,9.210782225
5ca58d1030,74,186,2,25-05-2024 22:14,25-05-2024 22:44,22.87982746
1e553fbebf,150,29,2,25-05-2024 07:30,25-05-2024 08:11,77.12671767
a25f0619b6,130,130,2,25-05-2024 19:11,25-05-2024 19:47,52.03691962
954c354ed1,121,121,2,25-05-2024 12:29,25-05-2024 13:10,62.87903237
a3cae2b98b,166,264,2,25-05-2024 09:34,25-05-2024 10:09,30.29137714
fa0eb5ca68,70,70,2,25-05-2024 13:20,25-05-2024 14:07,50.74357403
e5aac854b2,42,42,2,25-05-2024 14:01,25-05-2024 14:37,19.9636639
3342d72b23,93,74,2,25-05-2024 08:11,25-05-2024 08:28,68.8447826
f04ca0c90e,130,130,2,25-05-2024 12:41,25-05-2024 13:13,11.74735911
88a78a3eff,7,7,2,25-05-2024 11:29,25-05-2024 11:51,45.02684815
0b4334c8fb,40,40,2,25-05-2024 08:30,25-05-2024 09:23,85.20299371
6236828d0d,93,93,1,25-05-2024 20:40,25-05-2024 21:21,34.81842331
67603c4bd4,93,93,1,25-05-2024 13:17,25-05-2024 13:53,32.06920859
c6e70c2490,65,209,1,25-05-2024 04:32,25-05-2024 05:26,49.2553612
1aad07fa7f,157,157,1,25-05-2024 07:05,25-05-2024 07:44,31.77271038
6280328e8b,66,87,1,25-05-2024 14:43,25-05-2024 14:57,37.68194152
f4a1231a3d,75,243,1,25-05-2024 20:06,25-05-2024 20:55,87.97712816
dfb5b743ca,41,74,1,25-05-2024 16:31,25-05-2024 16:54,69.17989291
7881f7a414,145,237,1,25-05-2024 15:31,25-05-2024 15:58,60.09996422
79637eae10,80,80,1,25-05-2024 09:33,25-05-2024 10:28,42.41556369
1d8a1f54e1,36,45,1,25-05-2024 08:52,25-05-2024 09:05,47.25054696
2fe7b319c8,196,138,1,25-05-2024 00:15,25-05-2024 01:01,37.79626431
d89552425b,35,181,2,25-05-2024 04:18,25-05-2024 05:17,15.06997449
babe3721d3,7,7,2,25-05-2024 14:03,25-05-2024 14:46,72.23376063
30a08be009,71,134,2,25-05-2024 07:58,25-05-2024 08:16,71.81478559
2f4f6ffd87,188,55,2,25-05-2024 15:18,25-05-2024 16:11,75.30112919
876367c595,189,39,2,25-05-2024 10:24,25-05-2024 10:32,67.80565643
33df040bb9,66,178,2,25-05-2024 15:07,25-05-2024 16:04,89.02457767
bef5768e11,164,138,2,25-05-2024 06:03,25-05-2024 06:40,63.62283431
465bd28754,42,138,2,25-05-2024 12:23,25-05-2024 12:58,8.843743577
ffe40525d6,244,211,2,25-05-2024 13:54,25-05-2024 14:47,33.3053697
795ce536bd,260,83,2,25-05-2024 12:44,25-05-2024 13:05,68.3146725
ececbb8c38,193,145,2,25-05-2024 17:17,25-05-2024 18:12,50.31207534
b29dd36486,169,241,2,25-05-2024 11:56,25-05-2024 12:46,32.14981959
886d650db1,74,75,2,25-05-2024 07:45,25-05-2024 08:29,37.15846979
488b43dc18,166,262,2,25-05-2024 06:36,25-05-2024 07:32,62.58587279
704af10d4a,52,112,2,25-05-2024 07:29,25-05-2024 08:25,13.6307412
e2493f49cb,20,181,1,25-05-2024 22:14,25-05-2024 23:09,45.40227454
c1c87124a4,76,161,1,25-05-2024 19:51,25-05-2024 20:26,58.66869984
09970d2a45,55,137,1,25-05-2024 10:16,25-05-2024 11:13,93.40450342
f944732a0a,188,69,1,25-05-2024 21:59,25-05-2024 22:46,70.58894766
baad70598b,218,75,1,25-05-2024 07:38,25-05-2024 08:23,16.82888926
b998c0e2a3,65,198,2,25-05-2024 04:56,25-05-2024 05:50,49.08515669
c6d62a7d28,72,256,2,25-05-2024 04:54,25-05-2024 05:37,41.86410016
fe6fc522b0,189,25,2,25-05-2024 16:27,25-05-2024 16:44,45.76427623
d638b8f6c3,116,75,2,25-05-2024 00:36,25-05-2024 01:31,63.79957216
ae99c1d3a9,166,141,2,25-05-2024 15:55,25-05-2024 16:27,77.52513577
ceaaa23f36,74,212,2,25-05-2024 10:22,25-05-2024 10:41,79.16242651
5681d70aa8,255,141,2,25-05-2024 08:56,25-05-2024 09:05,35.63811501
9e20f8b243,244,142,2,25-05-2024 07:19,25-05-2024 07:45,84.13017529
3e299b6437,66,66,2,25-05-2024 16:20,25-05-2024 17:11,85.54062992
d3f3026638,82,22,2,25-05-2024 22:25,25-05-2024 23:12,71.04402599
80381ea2b6,21,55,2,25-05-2024 14:10,25-05-2024 14:41,50.47301757
3d504a5545,55,55,2,25-05-2024 01:56,25-05-2024 02:12,63.52120095
9ca3ac7da8,95,50,2,25-05-2024 14:25,25-05-2024 15:09,72.91295105
8c8dc22523,93,87,2,25-05-2024 19:53,25-05-2024 20:07,26.45229643
ef857457d1,166,227,2,25-05-2024 19:07,25-05-2024 19:27,87.08726082
481661a14f,74,132,1,25-05-2024 11:04,25-05-2024 11:50,12.43134096
2517080683,33,132,2,25-05-2024 13:02,25-05-2024 13:55,41.79374448
63e3ed2b67,91,161,2,25-05-2024 12:44,25-05-2024 13:40,48.02014299
1bc8cfe1e6,223,83,2,25-05-2024 02:58,25-05-2024 03:44,87.01844983
bb960618d7,116,43,2,25-05-2024 06:23,25-05-2024 07:11,27.07385485
dd48a1870a,55,89,2,25-05-2024 04:04,25-05-2024 04:50,17.59142811
e938901d51,244,163,2,25-05-2024 01:55,25-05-2024 02:24,16.59886767
937778631b,80,41,2,25-05-2024 02:16,25-05-2024 02:26,72.67148922
af037c6ff9,210,29,2,25-05-2024 08:04,25-05-2024 08:48,24.8936441
b2a07c22a5,89,113,2,25-05-2024 16:20,25-05-2024 17:03,16.57819082
171ffd7dae,74,90,2,25-05-2024 14:21,25-05-2024 14:34,34.61898892
92a94c475e,246,147,1,25-05-2024 15:49,25-05-2024 16:33,62.8369431
31ae775538,89,238,1,25-05-2024 08:06,25-05-2024 08:43,43.10867079
f0c3a1ee8a,76,231,1,25-05-2024 05:37,25-05-2024 06:06,21.34347392
b99c9b641a,205,86,1,25-05-2024 02:57,25-05-2024 03:44,36.5233922
40f2454e64,17,263,1,25-05-2024 17:39,25-05-2024 18:18,58.89577907
112cfd5a09,254,119,1,25-05-2024 00:01,25-05-2024 00:20,56.38658338
5bba8271a6,51,167,1,25-05-2024 14:45,25-05-2024 15:29,63.65585404
0fd7579c00,197,64,1,25-05-2024 22:06,25-05-2024 22:33,56.94357566
e97a8417ce,179,17,1,25-05-2024 09:56,25-05-2024 10:14,47.50283991
7a73336843,123,39,1,25-05-2024 14:44,25-05-2024 15:27,99.6314645
4e04125da4,81,160,1,25-05-2024 07:46,25-05-2024 08:24,33.99546634
83872b7eed,71,140,1,25-05-2024 21:11,25-05-2024 21:23,67.47376247
1bd0c1e7f7,25,243,1,25-05-2024 11:06,25-05-2024 11:58,58.92521248
0b8caa0394,124,97,1,25-05-2024 15:49,25-05-2024 16:20,24.67688241
63d1e39e10,150,265,1,25-05-2024 00:14,25-05-2024 00:39,52.32388209
f9765328ee,22,124,1,25-05-2024 20:26,25-05-2024 20:40,25.63952832
ee9c314433,35,215,1,25-05-2024 08:21,25-05-2024 08:31,24.59477798
b9f7a08857,150,65,1,25-05-2024 09:36,25-05-2024 09:55,25.53970295
e223ad17df,65,55,1,25-05-2024 13:16,25-05-2024 13:47,77.15189029
8d07dd1d1f,226,197,1,25-05-2024 13:30,25-05-2024 13:56,32.60168667
efe77740c5,124,67,1,25-05-2024 02:59,25-05-2024 03:14,57.34950933
aac3c5cfd7,155,231,1,25-05-2024 01:08,25-05-2024 01:47,22.31419392
de8e6995ee,160,185,1,25-05-2024 21:16,25-05-2024 22:05,94.38044323
d4675e2e1e,100,208,1,25-05-2024 17:48,25-05-2024 18:13,79.61333386
8a12525e54,175,17,1,25-05-2024 05:41,25-05-2024 06:20,47.96270195
99a34698cb,77,13,1,25-05-2024 21:29,25-05-2024 22:12,78.20170567
65a1b07e04,113,149,1,25-05-2024 13:20,25-05-2024 13:43,94.23528767
35eaaabb3c,63,201,1,25-05-2024 12:13,25-05-2024 12:38,29.34685418
baa7b9beb9,192,169,1,25-05-2024 16:19,25-05-2024 16:36,65.64407173
8af580b17e,130,247,1,25-05-2024 13:10,25-05-2024 13:56,29.43616137
d819e6dcad,71,140,1,25-05-2024 14:15,25-05-2024 15:07,44.20065965
718a5c2646,196,247,1,25-05-2024 21:25,25-05-2024 21:39,72.83254394
ffd40e6a4f,32,75,1,25-05-2024 10:25,25-05-2024 10:43,49.47612993
bb8c23d957,196,247,1,25-05-2024 07:18,25-05-2024 08:09,65.06776426
29cdcc23ae,167,230,1,25-05-2024 14:07,25-05-2024 14:58,30.11623584
5018b7c92c,196,247,1,25-05-2024 17:59,25-05-2024 18:58,56.58062807
a58df5de15,71,140,1,25-05-2024 18:39,25-05-2024 18:50,29.52007307
3eaf36e712,179,45,1,25-05-2024 13:12,25-05-2024 14:04,47.04712934
9c5f85216b,81,134,1,25-05-2024 04:30,25-05-2024 05:18,18.12069651
0f4f39f365,91,209,1,25-05-2024 04:11,25-05-2024 05:06,33.32637727
bca7fdc7c7,56,235,1,25-05-2024 23:09,25-05-2024 23:48,77.28408859
8b261193d4,160,185,1,25-05-2024 14:05,25-05-2024 14:49,83.47909266
8c33dd2b52,71,140,1,25-05-2024 13:10,25-05-2024 13:23,49.5378673
72251a5f74,71,140,1,25-05-2024 10:59,25-05-2024 11:45,28.45479898
afbc2e0053,223,223,2,25-05-2024 03:27,25-05-2024 03:43,83.08803616
82980b62dd,74,236,2,25-05-2024 09:47,25-05-2024 10:09,19.36984819
44bcc02636,25,256,2,25-05-2024 00:37,25-05-2024 00:53,48.16626745
d6c19ecd29,74,239,2,25-05-2024 20:48,25-05-2024 21:01,36.30411073
d3a6a13b38,193,145,2,25-05-2024 01:53,25-05-2024 02:11,26.63323451
11b9c948fc,7,193,2,25-05-2024 16:53,25-05-2024 17:34,28.39998181
bf8d8d9e08,193,145,2,25-05-2024 09:28,25-05-2024 10:07,55.09168351
e5f102f4b3,7,193,2,25-05-2024 15:49,25-05-2024 16:24,84.14777149
ec586f3a13,193,145,2,25-05-2024 06:34,25-05-2024 06:56,27.81774744
5ccad8567b,25,189,2,25-05-2024 00:44,25-05-2024 01:00,98.51185745
e6ac8cdca8,95,28,2,25-05-2024 16:45,25-05-2024 16:55,42.82279426
ff173e2b53,41,74,2,25-05-2024 14:46,25-05-2024 15:20,10.20896738
0e8b80a8da,61,49,2,25-05-2024 00:56,25-05-2024 01:12,45.29685153
8b8f1eb6e9,116,166,2,25-05-2024 13:52,25-05-2024 14:17,65.67453978
8bfc530c04,74,41,2,25-05-2024 22:15,25-05-2024 22:38,29.78839245
f50c57754d,166,116,2,25-05-2024 22:53,25-05-2024 23:18,66.89986537
c812d90a6c,42,74,2,25-05-2024 18:03,25-05-2024 18:18,22.06246527
9cc9d1e4e0,55,108,2,25-05-2024 12:04,25-05-2024 12:45,81.20264299
a596f0c91e,25,33,2,25-05-2024 17:01,25-05-2024 17:27,70.97251716
5e7358d079,116,166,2,25-05-2024 08:01,25-05-2024 08:45,31.56749086
81533a994a,42,166,2,25-05-2024 07:59,25-05-2024 08:16,81.55724553
03cc0c7e17,166,75,2,25-05-2024 20:49,25-05-2024 21:36,10.97968233
b3a744fd91,71,61,2,25-05-2024 14:13,25-05-2024 14:34,9.945253112
81d31ab880,189,52,2,25-05-2024 16:51,25-05-2024 17:02,25.17279092
4d4df51075,181,181,2,25-05-2024 18:59,25-05-2024 19:36,92.74236514
c19697b224,226,146,2,25-05-2024 06:43,25-05-2024 07:20,70.49115611
23f1015d2d,75,166,2,25-05-2024 02:13,25-05-2024 02:19,82.39918254
1721c73f63,166,74,2,25-05-2024 01:01,25-05-2024 01:15,77.15031459
e2f437995c,49,189,2,25-05-2024 23:01,25-05-2024 23:20,57.9207874
3c402dd90d,152,24,2,25-05-2024 10:29,25-05-2024 10:40,32.02557113
fa552bc3b3,52,33,2,25-05-2024 02:07,25-05-2024 03:01,35.41565081
cc6b71b1d0,191,265,2,25-05-2024 04:06,25-05-2024 04:25,88.00604577
627e23fd3e,247,247,2,25-05-2024 03:37,25-05-2024 04:21,39.52366932
0f2d69ebee,37,198,2,25-05-2024 08:07,25-05-2024 08:27,65.37854677
658ba35550,168,74,2,25-05-2024 05:23,25-05-2024 06:15,84.02645665
6fc1bb79b8,193,193,2,25-05-2024 05:43,25-05-2024 05:57,30.09119649
da9fa6a956,193,193,2,25-05-2024 04:30,25-05-2024 05:28,50.15698761
b6d102a864,193,145,2,25-05-2024 04:03,25-05-2024 04:15,34.00022755
2ec1b2db4d,193,7,2,25-05-2024 13:37,25-05-2024 14:25,17.05862484
e289b3c1bb,193,193,2,25-05-2024 10:28,25-05-2024 10:40,64.89540677
bb118a7e4b,193,145,2,25-05-2024 10:37,25-05-2024 11:23,82.43109223
4778815dff,193,145,2,25-05-2024 03:46,25-05-2024 03:59,25.3736706
6019c773d7,193,193,2,25-05-2024 14:47,25-05-2024 15:25,64.88994108
aaf793f163,193,193,2,25-05-2024 01:47,25-05-2024 02:32,28.47746642
5552246647,193,193,2,25-05-2024 03:58,25-05-2024 04:21,45.57441735
578ed0db98,244,152,2,25-05-2024 01:44,25-05-2024 02:22,66.5912914
4febea3807,66,97,2,25-05-2024 18:49,25-05-2024 19:31,22.4277441
69a2a0493d,129,7,2,25-05-2024 19:37,25-05-2024 20:28,21.77826141
9d386b670d,37,61,2,25-05-2024 19:57,25-05-2024 20:17,25.12388491
ccab54ed39,74,166,2,25-05-2024 00:55,25-05-2024 01:47,12.82854409
7847410424,166,236,2,25-05-2024 16:21,25-05-2024 16:49,69.05319265
cd83362977,41,116,2,25-05-2024 17:18,25-05-2024 18:16,43.94731316
282b4ccb56,193,145,2,25-05-2024 20:11,25-05-2024 20:23,76.90690278
653a16b74a,193,145,2,25-05-2024 10:33,25-05-2024 10:55,32.63621831
b9d694e46e,193,145,2,25-05-2024 11:26,25-05-2024 11:45,46.18427933
d4e025851c,265,191,2,25-05-2024 20:10,25-05-2024 20:42,23.82822429
0c69db3e89,166,151,2,25-05-2024 02:39,25-05-2024 03:25,64.58750774
f5ceb66518,166,151,2,25-05-2024 09:33,25-05-2024 10:24,83.59377049
065679286a,106,25,2,25-05-2024 13:33,25-05-2024 14:21,70.54040924
27a1f59093,166,42,2,25-05-2024 18:56,25-05-2024 19:16,88.47553752
a7c50fd50f,41,24,2,25-05-2024 20:37,25-05-2024 21:25,15.27995565
7b4588eca1,41,41,2,25-05-2024 09:49,25-05-2024 10:12,80.6950577
e0c6070b62,106,181,2,25-05-2024 15:52,25-05-2024 16:31,12.4527231
c466aa4c29,244,116,2,25-05-2024 04:42,25-05-2024 05:04,27.37441604
e428f09baa,42,41,2,25-05-2024 07:36,25-05-2024 08:21,45.05083421
6161b9fbc0,206,206,2,25-05-2024 02:27,25-05-2024 02:32,67.17977772
c244395091,36,36,2,25-05-2024 12:02,25-05-2024 12:39,93.25291726
c0a89c3b7b,159,159,2,25-05-2024 15:02,25-05-2024 15:43,80.27827137
aab3c8e3e0,7,146,2,25-05-2024 21:04,25-05-2024 21:41,30.89423047
e7457682b6,112,255,2,25-05-2024 18:14,25-05-2024 18:26,11.45364821
6696ed8808,244,244,2,25-05-2024 14:34,25-05-2024 15:17,71.23650507
a597cc2d05,190,190,2,25-05-2024 22:34,25-05-2024 23:04,91.39599654
2187dc3443,166,42,2,25-05-2024 07:49,25-05-2024 08:02,42.04736295
646ce86b5d,74,75,2,25-05-2024 07:51,25-05-2024 08:29,21.68206436
d9469a22bd,33,25,2,25-05-2024 18:17,25-05-2024 19:02,40.5924135
11363f5665,244,116,2,25-05-2024 01:56,25-05-2024 02:31,11.68548172
4be87fd087,49,80,2,25-05-2024 04:45,25-05-2024 05:38,64.97132171
84bc1f2311,7,146,2,25-05-2024 06:03,25-05-2024 06:24,65.26638704
583ad2c223,42,74,2,25-05-2024 02:19,25-05-2024 03:04,62.72551197
b882f9c503,33,33,2,25-05-2024 08:41,25-05-2024 08:56,80.31667411
7318c9179f,226,226,2,25-05-2024 15:34,25-05-2024 15:40,32.20418094
80af1e7a27,33,40,2,25-05-2024 17:53,25-05-2024 18:19,21.60193941
87fb9bcf5d,74,74,2,25-05-2024 08:39,25-05-2024 09:28,35.42364746
ee90ef1488,243,243,2,25-05-2024 12:22,25-05-2024 12:37,78.03070249
4b1e152cf3,116,116,2,25-05-2024 17:33,25-05-2024 18:20,21.83297791
c3bc69077c,52,33,2,25-05-2024 18:57,25-05-2024 19:22,38.2377766
d8730067a0,93,92,2,25-05-2024 22:43,25-05-2024 23:16,58.28556006
dd196662cf,49,61,2,25-05-2024 10:12,25-05-2024 10:26,82.93751574
89763936d6,75,74,2,25-05-2024 07:40,25-05-2024 08:13,26.97469095
65141f6989,61,62,2,25-05-2024 14:49,25-05-2024 15:10,47.37797512
093d1ed651,7,223,2,25-05-2024 18:24,25-05-2024 18:32,63.54645554
1153d71a76,243,243,2,25-05-2024 01:43,25-05-2024 02:01,49.65562735
3001deaba6,106,181,2,25-05-2024 19:35,25-05-2024 20:26,86.06563557
1fcf2a343f,159,168,2,25-05-2024 08:02,25-05-2024 08:24,33.06352154
b09bdfb648,7,146,2,25-05-2024 22:45,25-05-2024 23:37,18.09929187
033285e553,173,93,2,25-05-2024 12:41,25-05-2024 12:58,55.98964296
5c095207a9,40,25,2,25-05-2024 22:56,25-05-2024 23:46,81.38270995
8e67e0f632,166,41,2,25-05-2024 23:39,26-05-2024 00:27,11.05572599
f51b8acbdb,166,24,2,25-05-2024 22:00,25-05-2024 22:25,64.08504548
7b5988e420,166,166,2,25-05-2024 01:17,25-05-2024 02:09,33.57838527
d9c741218e,42,116,2,25-05-2024 04:23,25-05-2024 05:10,14.79515081
b769796c3e,196,82,2,25-05-2024 18:03,25-05-2024 18:55,39.06453101
